[PFAD]
d:\Musik\;True
[DUPLIKATE]
4803402;d:\Musik\Alestorm\The Quest.mp3;d:\Musik\Toplieder\The Quest.mp3
4801963;d:\Musik\Halestorm\Halestorm - Love Bites (So Do I) [Official Video] (152kbit_AAC).m4a;d:\Musik\Ipod Musik\Halestorm - Love Bites (So Do I) [Official Video] (152kbit_AAC).m4a
4756692;d:\Musik\In Flames\Toplieder\03 Only for the Weak.wma;d:\Musik\Toplieder\03 Only for the Weak.wma
4750247;d:\Musik\Disturbed\Disturbed Top Lieder\Land of Confusion.mp3;d:\Musik\Ipod Musik\Land of Confusion.mp3;d:\Musik\Toplieder\Land of Confusion.mp3
4739816;d:\Musik\Deuce\Deuce - Look At Me Now [Lyric Video] (128kbit_AAC).m4a;d:\Musik\Ipod Musik\Deuce - Look At Me Now [Lyric Video] (128kbit_AAC).m4a
4718592;d:\Musik\Billy Talent\White Sparrows.mp3;d:\Musik\Toplieder\White Sparrows.mp3
4706432;d:\Musik\Hammerfall\Born To Rule.mp3;d:\Musik\Toplieder\Born To Rule.mp3
4670329;d:\Musik\30 Seconds To Mars\05 The Fantasy.mp3;d:\Musik\Toplieder\05 The Fantasy.mp3
4665344;d:\Musik\Billy Talent\Fallen Leaves.mp3;d:\Musik\Toplieder\Fallen Leaves.mp3
4628011;d:\Musik\Green Day\Waiting.mp3;d:\Musik\Toplieder\Waiting.mp3
4595712;d:\Musik\Billy Talent\Pins and Needles.mp3;d:\Musik\Toplieder\Pins and Needles.mp3
4585910;d:\Musik\Anti Flag\03 Vices.mp3;d:\Musik\Toplieder\03 Vices.mp3
4566321;d:\Musik\Anti Flag\08 We Are The Lost.mp3;d:\Musik\Toplieder\08 We Are The Lost.mp3
4564992;d:\Musik\Linkin Park\Top\Linkin Park Numb Lyrics.mp3;d:\Musik\Toplieder\Linkin Park Numb Lyrics.mp3
4534272;d:\Musik\Billy Talent\Perfect World - Billy Talent (Lyrics).mp3;d:\Musik\Toplieder\Perfect World - Billy Talent (Lyrics).mp3
4526310;d:\Musik\Disturbed\Disturbed Top Lieder\I'm Alive.mp3;d:\Musik\Ipod Musik\I'm Alive.mp3;d:\Musik\Toplieder\I'm Alive.mp3
4493459;d:\Musik\Ipod Musik\POWERWOLF - Demons Are A Girl's Best Friend (Official Video) _ Napalm Records (128kbit_AAC).m4a;d:\Musik\Powerwolf\POWERWOLF - Demons Are A Girl's Best Friend (Official Video) _ Napalm Records (128kbit_AAC).m4a
4491448;d:\Musik\Ipod Musik\It's Alive - Refuge From the Wreckage - NEW SONG!!!.mp3;d:\Musik\Its alive\It's Alive - Refuge From the Wreckage - NEW SONG!!!.mp3
4458624;d:\Musik\Hammerfall\The Templar Flame.mp3;d:\Musik\Toplieder\The Templar Flame.mp3
4453075;d:\Musik\30 Seconds To Mars\04 Was It a Dream.mp3;d:\Musik\Toplieder\04 Was It a Dream.mp3
4435509;d:\Musik\Disturbed\Disturbed Top Lieder\Indestructible.mp3;d:\Musik\Ipod Musik\Indestructible.mp3;d:\Musik\Toplieder\Indestructible.mp3
4433007;d:\Musik\Disturbed\Disturbed Top Lieder\The Night.mp3;d:\Musik\Ipod Musik\The Night.mp3;d:\Musik\Toplieder\The Night.mp3
4417616;d:\Musik\Ipod Musik\Poets of the Fall - Carnival of Rust (Official Video w_ Lyrics) (128kbit_AAC).m4a;d:\Musik\Poets of the fall\Poets of the Fall - Carnival of Rust (Official Video w_ Lyrics) (128kbit_AAC).m4a
4392962;d:\Musik\Papa Roach\10 Carry Me.mp3;d:\Musik\Toplieder\10 Carry Me.mp3
4366162;d:\Musik\Citylauf\Dialysis by It's Alive LYRICS.mp3;d:\Musik\Ipod Musik\Dialysis by It's Alive LYRICS.mp3;d:\Musik\Its alive\Dialysis by It's Alive LYRICS.mp3
4347682;d:\Musik\Papa Roach\02 Life Is a Bullet.mp3;d:\Musik\Toplieder\02 Life Is a Bullet.mp3
