1;NordavindDNB|riolu!;365406508
2;Law¬тєснηо.STIHL;324279790
3;racehans.STIHL;120716286
4;»Kripke;96620698
5;»мєс¬ｱんﾉﾚ〢ғฟ๏;42512779
6;!dameager!;34700261
7;TnT|Lucario;32666932
8;«厶ア»Runner;27335867
9;λиפгıIZeŗefIıмєс;24459057
10;ғฟ๏〢Schmaniol.STIHL;22323232
11;Ŀĸя¬Τυявοॆ;20742801
12;always²;18381850
13;(((๙ครใวคภツ.8.1;13706036
14;Spee:D;10827446
15;#U.1.L.Constantin;10373840
16;TSMGranaDy!STIHL;10229932
17;»ЯтА«Blizz;9983257
18;DerruppigePinkipu;9920355
19;»мєс¬TMshocko.0;9607630
20;ѕтух.STIHL;8351186
21;λиפгıIjooey;7605750
22;Visionary;7349709
23;fвĭŴέŖήi;6788472
24;Steffen93;6245425
25;»кıllєя«''';5855023
26;ฬคงε.PhilKos;5596883
27;|lDgAl|ИैaHCॆo3;5256725
28;Chaos;5215558
29;Ŀĸя¬M4x1.STIHL;5097018
30;heinrichsson;5067197
31;~Zaitsev`;4929573
32;|lDgAl|HeXeRMaNBF;4746535
33;TnT.ezom;4600800
34;euklid;4544480
35;teddyleins_zweit_frau;4270093
36;chen65;4227965
37;TnTpassiI|GC;4126132
38;ғฟ๏.Logic;3892486
39;Akira;3862303
40;Ebro;3797712
41;тв»פаякι!;3747724
42;|ηงίऽ๋ίъוэ«đampf॥;3535555
43;»TaC«ङैɷÐɷMツ;3455563
44;Ŀυсĸеяѕ¬Ðēτเתน;3412826
45;-NukeDragon-;3150624
46;XR~Mr.Bones;3107945
47;Ŗėvėη'Дтzε-Ρεηĝ;3051328
48;exÐ|Bladee;3018123
49;leandagu';2988030
50;nbspŁĬżť@Z;2707623
51;ςс๙єωの¬メูล๏๙ื็ภ����;2703948
52;Neyter;2665389
53;Jaeger;2560499
54;GNDjinho;2512714
55;Һקςоופεוѕε;2512134
56;|lDgAl|ИैaHCॆo3;2499449
57;989.kH;2417685
58;.asozialer.hal.ko;2387434
59;Dunno|Neon;2352008
60;10°Lนkε«;2324647
61;Ńitřoχツ;2252189
62;Јσнηηуғιχะ;2179879
63;Maddin-GÖ;2105279
64;хγ»looo;2093317
65;Junidan龍;2089031
66;EasyืX;2081602
67;UwS||Franzis²;2072600
68;ΧЯ//Асίδ*GG;2024894
69;Hyker///нот;2014696
70;Germany///Paddi.iGn;1976859
71;Mini;1973997
72;Nasenbär;1970570
73;Schnuffi;1933581
74;thewne;1930148
75;apΧ.คใεאD;1926428
76;sebi;1919387
77;Crucial;1898104
78;zero|Skywalker;1876377
79;&#60DoPN&#62Jan;1870332
80;ѕтι¬Gै२६ॆiिु〤;1763692
81;LSD|Dengel;1754020
82;Spud_Murphy;1753525
83;oldschmaniaccount;1749465
84;Achmedツ;1745380
85;פэ//ไ»є๔๔уッєу;1740498
86;ŋξţźÔňξ;1719786
87;ScrewD.¬Kenji;1701723
88;FISCH;1680059
89;meow²;1678087
90;UGUMULUGU;1658781
91;Penisotter;1651351
92;ѕקεεの»Alecz;1621291
93;TnTのiהgò.Óｯ;1616588
94;ĐξvïLツ°;1609430
95;»хтвн;1608959
96;Frosch;1598316
97;da¢SP´killervirus.シ;1589732
98;DrehspießfleischimBrot;1579492
99;ЯҒ»Ritus!;1574903
100;νѕρ.Luuuke!;1559603
