1;NordavindDNB|riolu!;379566631
2;Law¬тєснηо.STIHL;312388260
3;racehans.STIHL;123352248
4;»Kripke;97459134
5;»мєс¬ｱんﾉﾚ〢ғฟ๏;41620189
6;!dameager!;34733007
7;TnT|Lucario;33123951
8;«厶ア»Runner;25870229
9;λиפгıIZeŗefIıмєс;24669903
10;Ŀĸя¬Τυявοॆ;20911208
11;always²;18429310
12;ғฟ๏〢Schmaniol.STIHL;17508187
13;(((๙ครใวคภツ.8.1;13812273
14;Spee:D;10897727
15;#U.1.L.Constantin;10448069
16;TSMGranaDy!STIHL;10317456
17;»ЯтА«Blizz;10076247
18;DerruppigePinkipu;9964808
19;ѕтух.STIHL;8426448
20;»мєс¬TMshocko.0;7880201
21;Visionary;7406309
22;fвĭŴέŖήi;6901418
23;λиפгıIjooey;6623909
24;Steffen93;6150190
25;»кıllєя«''';5934643
26;ฬคงε.PhilKos;5715428
27;|lDgAl|ИैaHCॆo3;5277122
28;Chaos;5271827
29;heinrichsson;5109468
30;~Zaitsev`;4942403
31;|lDgAl|HeXeRMaNBF;4778739
32;Ŀĸя¬M4x1.STIHL;4620623
33;euklid;4582071
34;teddyleins_zweit_frau;4277580
35;chen65;4236547
36;TnTpassiI|GC;4149529
37;тв»פаякι!;3816408
38;Ebro;3815721
39;ғฟ๏.Logic;3621199
40;|ηงίऽ๋ίъוэ«đampf॥;3570545
41;»TaC«ङैɷÐɷMツ;3473527
42;Ŀυсĸеяѕ¬Ðēτเתน;3424870
43;-NukeDragon-;3158572
44;XR~Mr.Bones;3129528
45;Ŗėvėη'Дтzε-Ρεηĝ;3068849
46;exÐ|Bladee;3022200
47;leandagu';3015595
48;nbspŁĬżť@Z;2732589
49;ςс๙єωの¬メูล๏๙ื็ภ����;2711543
50;Neyter;2682260
51;Jaeger;2571800
52;GNDjinho;2530253
53;Һקςоופεוѕε;2529501
54;|lDgAl|ИैaHCॆo3;2511023
55;989.kH;2437910
56;.asozialer.hal.ko;2404531
57;10°Lนkε«;2352287
58;Dunno|Neon;2312024
59;Ńitřoχツ;2276468
60;Јσнηηуғιχะ;2193303
61;Maddin-GÖ;2120203
62;хγ»looo;2109926
63;Junidan龍;2099982
64;EasyืX;2092323
65;UwS||Franzis²;2078231
66;Hyker///нот;2077371
67;ΧЯ//Асίδ*GG;2027864
68;Mini;1999922
69;Germany///Paddi.iGn;1996240
70;Nasenbär;1982694
71;Schnuffi;1958317
72;thewne;1950581
73;apΧ.คใεאD;1950220
74;sebi;1934606
75;Crucial;1919485
76;&#60DoPN&#62Jan;1885596
77;zero|Skywalker;1866354
78;Spud_Murphy;1780709
79;ѕтι¬Gै२६ॆiिु〤;1775670
80;oldschmaniaccount;1768516
81;LSD|Dengel;1763289
82;Achmedツ;1760174
83;פэ//ไ»є๔๔уッєу;1754726
84;ŋξţźÔňξ;1732193
85;ScrewD.¬Kenji;1712064
86;meow²;1703758
87;UGUMULUGU;1668499
88;FISCH;1667730
89;Penisotter;1660079
90;ѕקεεの»Alecz;1631296
91;TnTのiהgò.Óｯ;1627049
92;»хтвн;1626432
93;Frosch;1623795
94;ĐξvïLツ°;1620928
95;da¢SP´killervirus.シ;1604650
96;ЯҒ»Ritus!;1594918
97;νѕρ.Luuuke!;1579561
98;Akira;1568378
99;~ѕтоямісаиѕ~/Errish!;1555335
100;(((wamboツ;1542931
