1;NordavindDNB|riolu!;379774784
2;Law¬тєснηо.STIHL;311660737
3;racehans.STIHL;123414583
4;»Kripke;97782664
5;»мєс¬ｱんﾉﾚ〢ғฟ๏;41829231
6;!dameager!;34730667
7;TnT|Lucario;32902644
8;«厶ア»Runner;27006626
9;Ŀĸя¬Τυявοॆ;20868683
10;always²;18415616
11;ғฟ๏〢Schmaniol.STIHL;17577073
12;(((๙ครใวคภツ.8.1;13745038
13;Spee:D;10863458
14;#U.1.L.Constantin;10406670
15;TSMGranaDy!STIHL;10272786
16;»ЯтА«Blizz;10063926
17;DerruppigePinkipu;9965441
18;ѕтух.STIHL;8420175
19;»мєс¬TMshocko.0;7872002
20;Visionary;7405507
21;fвĭŴέŖήi;6872568
22;λиפгıIjooey;6612040
23;Steffen93;6200563
24;»кıllєя«''';5912154
25;ฬคงε.PhilKos;5706750
26;Chaos;5266347
27;|lDgAl|ИैaHCॆo3;5264743
28;heinrichsson;5095937
29;Ŀĸя¬M4x1.STIHL;5088497
30;~Zaitsev`;4938675
31;|lDgAl|HeXeRMaNBF;4765522
32;euklid;4572821
33;teddyleins_zweit_frau;4275712
34;chen65;4232513
35;TnTpassiI|GC;4132444
36;ғฟ๏.Logic;3838010
37;тв»פаякι!;3814847
38;Ebro;3804616
39;Akira;3794096
40;|ηงίऽ๋ίъוэ«đampf॥;3556792
41;»TaC«ङैɷÐɷMツ;3461684
42;Ŀυсĸеяѕ¬Ðēτเתน;3424833
43;-NukeDragon-;3152466
44;XR~Mr.Bones;3121439
45;Ŗėvėη'Дтzε-Ρεηĝ;3065952
46;exÐ|Bladee;3023274
47;leandagu';3005430
48;nbspŁĬżť@Z;2719520
49;ςс๙єωの¬メูล๏๙ื็ภ����;2708440
50;Neyter;2676591
51;Jaeger;2571231
52;GNDjinho;2525950
53;Һקςоופεוѕε;2524417
54;|lDgAl|ИैaHCॆo3;2505019
55;989.kH;2433137
56;.asozialer.hal.ko;2398026
57;10°Lนkε«;2338009
58;Dunno|Neon;2306135
59;Ńitřoχツ;2269018
60;Јσнηηуғιχะ;2188453
61;Maddin-GÖ;2117032
62;хγ»looo;2102425
63;Junidan龍;2097262
64;EasyืX;2090107
65;UwS||Franzis²;2078670
66;Hyker///нот;2077526
67;ΧЯ//Асίδ*GG;2027298
68;Mini;1995297
69;Germany///Paddi.iGn;1992186
70;Nasenbär;1979284
71;apΧ.คใεאD;1948563
72;Schnuffi;1948158
73;thewne;1942801
74;sebi;1930654
75;Crucial;1918934
76;&#60DoPN&#62Jan;1882666
77;zero|Skywalker;1877820
78;ѕтι¬Gै२६ॆiिु〤;1773952
79;Spud_Murphy;1773265
80;oldschmaniaccount;1765163
81;LSD|Dengel;1758314
82;Achmedツ;1756809
83;פэ//ไ»є๔๔уッєу;1743590
84;ŋξţźÔňξ;1728906
85;ScrewD.¬Kenji;1707945
86;meow²;1699152
87;UGUMULUGU;1666415
88;FISCH;1665244
89;Penisotter;1657373
90;ѕקεεの»Alecz;1627219
91;TnTのiהgò.Óｯ;1624430
92;»хтвн;1623937
93;ĐξvïLツ°;1616192
94;Frosch;1613491
95;da¢SP´killervirus.シ;1599190
96;ЯҒ»Ritus!;1592526
97;DrehspießfleischimBrot;1573527
98;νѕρ.Luuuke!;1572117
99;~ѕтоямісаиѕ~/Errish!;1547375
100;(((wamboツ;1540273
