1;NordavindDNB|riolu!;379748863
2;Law¬тєснηо.STIHL;311751063
3;racehans.STIHL;123403672
4;»Kripke;97777011
5;»мєс¬ｱんﾉﾚ〢ғฟ๏;42130539
6;!dameager!;34728615
7;TnT|Lucario;32940765
8;«厶ア»Runner;27011036
9;λиפгıIZeŗefIıмєс;24630076
10;Ŀĸя¬Τυявοॆ;20877381
11;always²;18414481
12;ғฟ๏〢Schmaniol.STIHL;17580352
13;(((๙ครใวคภツ.8.1;13744844
14;Spee:D;10862931
15;#U.1.L.Constantin;10407360
16;TSMGranaDy!STIHL;10298010
17;»ЯтА«Blizz;10066694
18;DerruppigePinkipu;9965225
19;ѕтух.STIHL;8419769
20;»мєс¬TMshocko.0;7871744
21;Visionary;7406180
22;fвĭŴέŖήi;6873285
23;λиפгıIjooey;6612091
24;Steffen93;6138819
25;»кıllєя«''';5913653
26;ฬคงε.PhilKos;5707166
27;Chaos;5267091
28;|lDgAl|ИैaHCॆo3;5264539
29;heinrichsson;5097351
30;Ŀĸя¬M4x1.STIHL;5089312
31;~Zaitsev`;4939265
32;|lDgAl|HeXeRMaNBF;4768350
33;euklid;4573199
34;teddyleins_zweit_frau;4275946
35;chen65;4232467
36;TnTpassiI|GC;4132519
37;ғฟ๏.Logic;3838198
38;тв»פаякι!;3814730
39;Ebro;3804558
40;Akira;3793848
41;|ηงίऽ๋ίъוэ«đampf॥;3556724
42;»TaC«ङैɷÐɷMツ;3461551
43;Ŀυсĸеяѕ¬Ðēτเתน;3424573
44;-NukeDragon-;3153013
45;XR~Mr.Bones;3121541
46;Ŗėvėη'Дтzε-Ρεηĝ;3066050
47;exÐ|Bladee;3023078
48;leandagu';3005293
49;nbspŁĬżť@Z;2720078
50;ςс๙єωの¬メูล๏๙ื็ภ����;2708899
51;Neyter;2676874
52;Jaeger;2571395
53;GNDjinho;2526421
54;Һקςоופεוѕε;2524976
55;|lDgAl|ИैaHCॆo3;2505108
56;989.kH;2433633
57;.asozialer.hal.ko;2398667
58;10°Lนkε«;2339664
59;Dunno|Neon;2305988
60;Ńitřoχツ;2269568
61;Јσнηηуғιχะ;2188759
62;Maddin-GÖ;2117344
63;хγ»looo;2102859
64;Junidan龍;2097391
65;EasyืX;2090320
66;UwS||Franzis²;2078510
67;Hyker///нот;2078178
68;ΧЯ//Асίδ*GG;2027340
69;Mini;1995435
70;Germany///Paddi.iGn;1992515
71;Nasenbär;1979539
72;apΧ.คใεאD;1948986
73;Schnuffi;1948443
74;thewne;1943638
75;sebi;1931000
76;Crucial;1918883
77;&#60DoPN&#62Jan;1882918
78;zero|Skywalker;1878081
79;ѕтι¬Gै२६ॆiिु〤;1774154
80;Spud_Murphy;1773484
81;oldschmaniaccount;1765262
82;LSD|Dengel;1759007
83;Achmedツ;1756820
84;פэ//ไ»є๔๔уッєу;1743524
85;ŋξţźÔňξ;1729275
86;ScrewD.¬Kenji;1708170
87;meow²;1700145
88;UGUMULUGU;1666466
89;FISCH;1665333
90;Penisotter;1657451
91;ѕקεεの»Alecz;1628059
92;TnTのiהgò.Óｯ;1624672
93;»хтвн;1624270
94;ĐξvïLツ°;1616721
95;Frosch;1613690
96;da¢SP´killervirus.シ;1599874
97;ЯҒ»Ritus!;1592455
98;DrehspießfleischimBrot;1574133
99;νѕρ.Luuuke!;1572494
100;~ѕтоямісаиѕ~/Errish!;1547687
