1;NordavindDNB|riolu!;379833099
2;Law¬тєснηо.STIHL;311641043
3;racehans.STIHL;123308175
4;»Kripke;97806961
5;»мєс¬ｱんﾉﾚ〢ғฟ๏;41798153
6;!dameager!;34726345
7;TnT|Lucario;32887198
8;«厶ア»Runner;27009644
9;λиפгıIZeŗefIıмєс;24690318
10;Ŀĸя¬Τυявοॆ;20866181
11;always²;18411000
12;ғฟ๏〢Schmaniol.STIHL;17580060
13;(((๙ครใวคภツ.8.1;13743222
14;Spee:D;10861410
15;#U.1.L.Constantin;10406133
16;TSMGranaDy!STIHL;10259661
17;»ЯтА«Blizz;10063540
18;DerruppigePinkipu;9962220
19;ѕтух.STIHL;8421168
20;»мєс¬TMshocko.0;7872904
21;Visionary;7403422
22;λиפгıIjooey;7058530
23;fвĭŴέŖήi;6869226
24;Steffen93;6199094
25;»кıllєя«''';5909274
26;ฬคงε.PhilKos;5705230
27;|lDgAl|ИैaHCॆo3;5265206
28;Chaos;5264804
29;Ŀĸя¬M4x1.STIHL;5100092
30;heinrichsson;5092567
31;~Zaitsev`;4937242
32;|lDgAl|HeXeRMaNBF;4764402
33;euklid;4571463
34;teddyleins_zweit_frau;4276012
35;chen65;4232592
36;TnTpassiI|GC;4132952
37;ғฟ๏.Logic;3838279
38;тв»פаякι!;3814471
39;Ebro;3805012
40;Akira;3793103
41;|ηงίऽ๋ίъוэ«đampf॥;3556123
42;»TaC«ङैɷÐɷMツ;3460546
43;Ŀυсĸеяѕ¬Ðēτเתน;3408397
44;-NukeDragon-;3151003
45;XR~Mr.Bones;3120167
46;Ŗėvėη'Дтzε-Ρεηĝ;3063802
47;exÐ|Bladee;3023607
48;leandagu';3004163
49;nbspŁĬżť@Z;2719421
50;ςс๙єωの¬メูล๏๙ื็ภ����;2707952
51;Neyter;2676018
52;Jaeger;2570788
53;GNDjinho;2524611
54;Һקςоופεוѕε;2523539
55;|lDgAl|ИैaHCॆo3;2504133
56;989.kH;2430851
57;.asozialer.hal.ko;2397916
58;Dunno|Neon;2368573
59;10°Lนkε«;2337856
60;Ńitřoχツ;2267285
61;Јσнηηуғιχะ;2188082
62;Maddin-GÖ;2115234
63;хγ»looo;2101175
64;Junidan龍;2097013
65;EasyืX;2088374
66;UwS||Franzis²;2079202
67;Hyker///нот;2073393
68;ΧЯ//Асίδ*GG;2026606
69;Mini;1994371
70;Germany///Paddi.iGn;1991303
71;Nasenbär;1978800
72;apΧ.คใεאD;1948706
73;Schnuffi;1947483
74;thewne;1941377
75;sebi;1930747
76;Crucial;1919000
77;&#60DoPN&#62Jan;1882445
78;zero|Skywalker;1879117
79;ѕтι¬Gै२६ॆiिु〤;1773374
80;Spud_Murphy;1772287
81;oldschmaniaccount;1764924
82;LSD|Dengel;1758129
83;Achmedツ;1757089
84;פэ//ไ»є๔๔уッєу;1743225
85;ŋξţźÔňξ;1728526
86;ScrewD.¬Kenji;1707817
87;meow²;1698310
88;UGUMULUGU;1666169
89;FISCH;1664532
90;Penisotter;1657141
91;ѕקεεの»Alecz;1626951
92;TnTのiהgò.Óｯ;1623991
93;»хтвн;1622525
94;ĐξvïLツ°;1615930
95;Frosch;1612861
96;da¢SP´killervirus.シ;1598776
97;ЯҒ»Ritus!;1592256
98;DrehspießfleischimBrot;1572902
99;νѕρ.Luuuke!;1571660
100;~ѕтоямісаиѕ~/Errish!;1546996
